"participant_id","chunk_id","mean_temp","sd_temp","min_temp","max_temp","range_temp","median_temp","skewness_temp","kurtosis_temp","mean_rate_of_change","max_rate_of_change","mean_scl","sd_scl","min_scl","max_scl","scl_slope","scr_peaks","scr_mean_amplitude","scr_max_amplitude","mean_mag","sd_mag","max_mag","min_mag","mad_mag","bpm","d_time","mean_bvp","sd_bvp","min_bvp","max_bvp","skewness_bvp","kurtosis_bvp","bpm_predicted_from_scr_peaks","label","split"
1,1,31.3044270833333,0.0107557508090767,31.2890625,31.328125,0.0390625,31.3046875,0.593962242590315,-0.542755317953133,-0.00107759320764672,0.015625,0.252021007802493,0.0555152279025659,0.00506271468475461,0.308936566114426,0.00143075452632263,23,0.264659060084302,0.308936566114426,1.02839376781976,0.152635852344836,2.39470016107768,0.252985767642689,0.053180198875605,93.2074355443403,0.643725467282672,0.0017617705240203,0.0548651076306113,-0.196022778749466,0.230791345238686,-0.00093497447175702,2.37520352704247,93.6005289547831,NA,"test"
1,2,31.16640625,0.016812373813781,31.140625,31.1953125,0.0546875,31.1640625,0.00441505028489677,-1.42918902920321,-0.00188577586206899,0.0234375,0.129383219056763,0.0160732109681009,0.00941803585737943,0.169510781764984,-0.000376600239958082,28,0.134624119315829,0.169510781764984,1.00875552381383,0.0906290058637352,1.98155029379745,0.378600321487153,0.00932362079877244,97.2391670230143,0.617035314440727,2.11724715275826e-05,0.0405226159553191,-0.12626314163208,0.121388033032417,-0.330477714026391,0.985413020576672,94.4209319696058,NA,"test"
1,3,29.9302083333333,0.0335829932992397,29.8671875,29.984375,0.1171875,29.9375,-0.260681160653012,-1.23890680770035,0.00350214952025895,0.0234374552966024,0.00407317348678285,0.000934656130900536,0.00173380633350461,0.006241702940315,-8.15909011524203e-07,0,0,0,1.0010350035562,0.0267862401616251,1.25519113278244,0.749468615159196,0.00829907721731492,99.3694201644908,0.603807488266302,0.000338717047240304,0.0262938709487524,-0.110367365181446,0.0957333296537399,-0.270228155615789,2.87030690001414,89.8266750865987,NA,"test"
1,4,31.2971354166667,0.00780800876651586,31.28125,31.3125,0.03125,31.296875,-0.0633684838644129,-0.425421868096127,-0.000538793103448276,0.015625,0.189124985275945,0.0988099738857022,0.00177541770972311,0.278144150972366,4.48750347650352e-05,18,0.249769064287345,0.278144150972366,1.01007804443227,0.157717471088364,2.51569499042836,0.233594995195521,0.0349386205213815,93.5824953020513,0.641145545503367,-0.00118332476587947,0.0664085873065398,-0.275535225868225,0.265784114599228,-0.134981035970966,4.94710194880727,92.7801259399604,NA,"test"
1,5,27.9963541666667,0.0722678699363948,27.8828125,28.125,0.2421875,27.99609375,-0.032548811272162,-1.27875320459843,0.00835128025764129,0.0312499701977065,0.00240791027608793,0.000913703970604795,-0.00051320670172572,0.00446628499776124,1.14227242047797e-05,0,0,0,1.00205577970855,0.0179055894617136,1.12543171970131,0.877311242606179,0.0110255162137921,80.8403473640305,0.742203639103815,-7.94820271645825e-05,0.0326130727958622,-0.135064154863358,0.144605726003647,0.197853504389427,3.82641252120284,89.8266750865987,NA,"test"
1,6,30.0153645833333,0.0208709027269873,29.9765625,30.046875,0.0703125,30.01953125,-0.0914419073061578,-1.39356596158111,0.00242456536869098,0.0312499403954699,0.00412773059603447,0.00203615066864038,0.00159510190133005,0.0242455489933491,1.51525987233941e-06,0,0,0,1.00149352975266,0.0307274184706916,1.38398064018777,0.772713678923796,0.00781760885433018,94.2311037979755,0.636732433153235,-0.000252533731850235,0.0237064175574462,-0.118931531906128,0.07731943577528,-0.875530328730022,5.25158355536399,89.8266750865987,NA,"test"
1,7,31.425,0.015298308870929,31.40625,31.453125,0.046875,31.4296875,0.224808256918677,-1.28732743301766,0.00161637931034483,0.0234375,0.00623291828669607,0.000899668288815051,0.003745021764189,0.00916836783289909,-1.2238631259744e-05,0,0,0,0.998228721571184,0.00538216302390704,1.02186731924734,0.969002721493327,0.0046968736973456,92.2584089695676,0.650347222222222,4.43318235132515e-05,0.0104079074269015,-0.031054237857461,0.0272858701646328,-0.0288291145902509,-0.186009281095377,89.8266750865987,NA,"test"
1,8,31.4671875,0.0144201408925873,31.4375,31.4921875,0.0546875,31.46875,-0.384201016813528,-0.845381774273589,-0.00188577457748615,0.0312499403954669,0.184187567358216,0.00669186988607,0.171882629394531,0.198472276329994,-9.5111732723332e-05,23,0.185953898922257,0.198472276329994,0.999098120740935,0.00674017641009768,1.03468329223404,0.967039875356324,0.00645591789237161,109.951377633712,0.545695754716981,0.000764158029536095,0.017015637287789,-0.0527001619338989,0.0521081164479256,-0.0864290734825711,0.404169072378663,93.6005289547831,NA,"test"
1,9,30.4541666666667,0.0154534403369323,30.421875,30.4765625,0.0546875,30.4609375,-0.59202850229666,-0.73725016029174,0.00161637577774914,0.0234374552966017,0.00454245709115639,0.000803800569345865,0.00235797674395144,0.0073513388633728,-9.32465205673447e-07,0,0,0,0.999571940210601,0.00795762438832252,1.06817513782914,0.922080582794026,0.00527642074660884,121.184872043426,0.495111303814386,-7.20716042981926e-05,0.0123509233078328,-0.0528822541236877,0.048911239951849,0.295880689282922,2.5923552067431,89.8266750865987,NA,"test"
1,10,28.8278645833333,0.0359177778842089,28.765625,28.8984375,0.1328125,28.8203125,0.374680857173266,-0.793123894694938,0.00431033859736956,0.0390624161811478,0.0378285339218564,0.0374541395144872,0.00221927207894623,0.133364379405975,1.30545422278282e-05,10,0.0924174271523952,0.133364379405975,1.00935355529548,0.119891186769501,2.03258769663749,0.402721042948885,0.0505215111967919,86.990291262136,0.689732142857142,0.000223994018354764,0.0598757688841181,-0.247930392622948,0.150735139846802,-0.523547228847398,1.89557114578585,91.4674811162441,NA,"test"
